provid,run_timestamp,t1_passes,t1_gls_period_hr,t1_gls_power,t1_snr,t1_n_obs,t1_reject_reason,t2_passes,t2_to_tier3,t2_mhaov_period_hr,t2_mbls_period_hr,t2_ce_period_hr,t2_consensus_period_hr,t2_F_stat,t2_p_value,t2_mbls_fap,t2_mbls_band_support_frac,t2_mbls_n_bands_supporting,t2_amplitude_mag,t2_agreement,t2_period_spread_pct,t2_mbls_top_periods,t2_mbls_top_powers,t3_ran,t3_publish_tentative,t3_needs_followup,t3_adopted_period_hr,t3_clean_period_hr,t3_ci_lo,t3_ci_hi,t3_ci_width,t3_clean_peak_ratio,final_period_hr,final_period_unc_hr,reliability,r_code,r_flag,alias_risk,alias_note,window_alias_risk,window_alias_note,lcdb_agreement,lcdb_delta_pct,reliability_notes,period_exceeds_grid,n_cycles,regime,n_nights,n_seasons,obs_per_night_median,night_duration_hr,reliability_ceiling,recommended_methods,lcdb_period_hr,lcdb_u_code,n_bands,baseline_hr,bands_used
2025 MU8,2026-03-23T01:33:52.305493+00:00,True,0.9819909954977488,0.08222311367399332,9.198048337254763,275,,True,False,0.8230254487530971,0.8230254487530971,,0.8230254487530971,99.7568164841947,1.1102230246251565e-16,0.0,1.0,3,1.1129638488078262,mbls_confirmed,0.0,0.8230|0.4115|0.4187|0.8092|0.8378,0.656937|0.639987|0.588367|0.573651|0.561545,False,,,,,,,,,0.8230254487530971,0.0,confirmed,2,2,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=0.0%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,351.1,dense,7,1,24.0,2.6909327778266743,high,"gls,mbls,mhaov,ce,clean",,0,3,288.95632805587957,"Lg,Li,Lr"
2025 MU9,2026-03-23T01:34:20.860400+00:00,True,2.4397198599299648,0.32709857056602787,12.17957087218461,319,,True,False,4.431267981273675,4.886056291730677,,4.886056291730677,62.948231937923154,1.1102230246251565e-16,0.0,1.0,3,1.0961613784966149,mbls_confirmed,0.09307881107031202,2.4439|2.2187|2.7221|4.4355|5.4456,0.721788|0.686776|0.641897|0.636121|0.639044,False,,,,,,,,,4.886056291730677,0.45478831045690904,confirmed,3,3,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=9.3%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,29.5,dense,5,1,82.0,2.978964166890364,high,"gls,mbls,mhaov,ce,clean",,0,3,144.33782416657778,"Lg,Li,Lr"
2025 MV19,2026-03-23T01:34:44.788793+00:00,True,3.721110555277639,0.6987390263499494,16.276011228133882,237,,True,False,4.390714141154601,3.715586377060475,,3.715586377060475,180.04281525397076,1.1102230246251565e-16,0.0,1.0,3,1.139320785969372,mbls_sig_only,0.18170153929460267,3.7156|3.2110|4.3931|7.4453|5.3787,0.802910|0.786143|0.752351|0.760393|0.696984,False,,,,,,,,,3.715586377060475,0.6751277640939443,confirmed,2,2,False,,False,,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation).",False,38.8,dense,5,1,50.0,2.629886388836894,high,"gls,mbls,mhaov,ce,clean",,0,3,144.25620222219732,"Lg,Li,Lr"
2025 MV31,2026-03-23T01:35:11.721866+00:00,True,2.898199099549775,0.39037900800905434,9.953675049742278,271,,True,False,2.5902772016131443,2.900506838249795,,2.900506838249795,57.42306063811576,1.1102230246251565e-16,0.0,1.0,3,1.035182205173197,mbls_sig_only,0.10695704369507379,2.5874|2.9005|5.1720|4.6611|3.3028,0.612534|0.619724|0.578891|0.547569|0.548868,False,,,,,,,,,2.900506838249795,0.3102296366365436,confirmed,2,2,False,,False,,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation).",False,49.8,dense,5,1,67.0,2.973643333360087,high,"gls,mbls,mhaov,ce,clean",,0,3,144.45564249978634,"Lg,Li,Lr"
2025 MV38,2026-03-23T01:35:39.173349+00:00,True,2.397931087363814,0.4829156206213036,11.43553649426364,241,,True,False,2.184812350612167,6.008443661809645,,6.008443661809645,68.54506592203137,1.1102230246251565e-16,0.0,1.0,3,1.0635048939665186,mbls_sig_only,0.6363763274506974,3.0042|2.6663|3.4412|5.3325|6.8814,0.763069|0.728383|0.719090|0.696900|0.662873,False,,,,,,,,,6.008443661809645,3.823631311196842,confirmed,2,2-cadence_alias_soft,False,,True,cadence alias: period 6.008hr sits on window peak (contamination=0.68 > 0.5). This alias arises from the specific observation gaps for this asteroid — not in fixed daily/annual list.,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation). [R capped at 2: consensus period has window contamination=0.68]",False,24.0,dense,5,1,53.0,2.9601047221804038,high,"gls,mbls,mhaov,ce,clean",,0,3,144.2568794445251,"Lg,Li,Lr"
2025 MV4,2026-03-23T01:36:13.767852+00:00,True,2.9569784892446225,0.5855975883761616,9.039105206014494,338,,True,False,5.269147321415663,5.92042675020584,,5.92042675020584,149.31784273585956,1.1102230246251565e-16,0.0,1.0,3,1.2654747288420292,mbls_sig_only,0.11000548714962531,2.6331|5.2668|2.9582|2.3712|6.7524,0.645677|0.646387|0.639243|0.589189|0.599009,False,,,,,,,,,5.92042675020584,0.6512794287900664,confirmed,2,2-cadence_alias_soft,False,,True,cadence alias: period 5.920hr sits on window peak (contamination=0.67 > 0.5). This alias arises from the specific observation gaps for this asteroid — not in fixed daily/annual list.,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation). [R capped at 2: consensus period has window contamination=0.67]",False,48.8,dense,7,1,37.0,1.9761361112468876,high,"gls,mbls,mhaov,ce,clean",,0,3,289.14734166674316,"Lg,Li,Lr"
2025 MV46,2026-03-23T01:37:11.443520+00:00,True,1.7023231502324074,0.33381056686966837,7.964291011682691,479,,True,False,1.702254482922641,6.807886378455033,,6.807886378455033,61.099416326435765,1.1102230246251565e-16,0.0,0.6666666666666666,2,0.5256432067710576,mbls_sig_only,0.7499584469696016,3.4039|1.7018|1.8327|3.6653|1.5888,0.346538|0.343971|0.336754|0.326629|0.315580,False,,,,,,,,,6.807886378455033,5.105631895531642,confirmed,2,2,False,,False,,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation).",False,42.5,dense,7,1,40.0,2.6677033334271982,high,"gls,mbls,mhaov,ce,clean",,0,3,289.086698333791,"Lg,Li,Lr"
2025 MV71,2026-03-23T01:38:12.483537+00:00,True,0.1066464806039763,0.15558583570492449,12.572366501926144,317,,True,False,0.10688541652852951,0.21377083305705902,,0.21377083305705902,98.93453305001454,1.1102230246251565e-16,0.0,1.0,3,0.9932169536521653,mbls_confirmed,0.49999999999766104,0.1069|0.1064|0.1074|0.1078|0.1059,0.559994|0.555801|0.542434|0.481175|0.431688,False,,,,,,,,,0.21377083305705902,0.1068854165280295,confirmed,2,2,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=50.0%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,1352.6,dense,7,1,26.0,2.6909327778266743,high,"gls,mbls,mhaov,ce,clean",,0,3,289.1364166663843,"Lg,Li,Lr"
2025 MW70,2026-03-23T01:38:47.844626+00:00,True,1.7916944623187296,0.3379327297510596,8.709968502032474,259,,True,False,1.7907607610568879,7.182556953046667,,7.182556953046667,35.073600695663266,1.1102230246251565e-16,0.0,1.0,3,0.5835678896361758,mbls_sig_only,0.7506792117676087,3.5925|3.1289|3.8793|1.7908|3.3369,0.369108|0.356825|0.349780|0.354094|0.345468,False,,,,,,,,,7.182556953046667,5.391796191989029,confirmed,2,2,False,,False,,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation).",False,20.1,dense,5,1,66.0,2.6552808330743574,high,"gls,mbls,mhaov,ce,clean",,0,3,144.25620222219732,"Lg,Li,Lr"
2025 MX34,2026-03-23T01:39:06.125398+00:00,True,2.9099549774887445,0.805103463187644,16.56015338067832,168,,True,False,7.720330152700113,5.831267118707869,,5.831267118707869,147.86053055313687,1.1102230246251565e-16,0.0,1.0,3,1.092970123124769,mbls_sig_only,0.32395412447003646,6.6109|2.6065|2.9156|5.2062|3.3075,0.836936|0.870876|0.873289|0.830729|0.824292,False,,,,,,,,,5.831267118707869,1.8890630339919199,confirmed,2,2-cadence_alias_soft,False,,True,cadence alias: period 5.831hr sits on window peak (contamination=0.75 > 0.5). This alias arises from the specific observation gaps for this asteroid — not in fixed daily/annual list.,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation). [R capped at 2: consensus period has window contamination=0.75]",False,8.7,dense,3,1,60.0,2.903363888792228,high,"gls,mbls,mhaov,ce,clean",,0,3,51.008971388801,"Lg,Li,Lr"
2025 MX44,2026-03-23T01:40:18.087632+00:00,True,0.3774022542333154,0.14765366574159744,9.034233622153723,432,,True,False,1.1509039707348703,1.1509039707348703,,1.1509039707348703,31.568715507597926,1.1102230246251565e-16,0.0,1.0,3,1.047971100169832,mbls_confirmed,0.0,1.1509|1.0979|0.7670|0.7795|0.3834,0.197809|0.187816|0.165727|0.166352|0.164999,False,,,,,,,,,1.1509039707348703,0.0,confirmed,2,2,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=0.0%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,251.2,dense,7,1,38.0,2.6792111107497476,high,"gls,mbls,mhaov,ce,clean",,0,3,289.1351977773593,"Lg,Li,Lr"
2025 MX50,2026-03-23T01:41:11.219165+00:00,True,1.9416306371131018,0.34506475145184157,15.00920141511539,422,,True,False,1.9403119565967577,1.9403119565967577,,1.9403119565967577,124.31843339512125,1.1102230246251565e-16,0.0,1.0,3,0.7279462686330964,mbls_confirmed,0.0,1.9403|1.7946|2.1129|3.8826|3.5902,0.555428|0.502538|0.484258|0.391736|0.374763,False,,,,,,,,,1.9403119565967577,0.0,confirmed,2,2,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=0.0%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,148.8,dense,7,1,33.0,2.6792111107497476,high,"gls,mbls,mhaov,ce,clean",,0,3,288.8030472222017,"Lg,Li,Lr"
2025 MX63,2026-03-23T01:41:38.581245+00:00,True,4.132566283141571,0.25907281178446634,9.534129048060954,313,,True,False,3.5172992695996457,4.143426600146419,,4.143426600146419,44.319358923714574,1.1102230246251565e-16,0.0,1.0,3,1.1536296148153755,mbls_sig_only,0.15111341190996264,4.1443|3.5258|7.0563|10.0414|5.0163,0.602146|0.570167|0.547966|0.501652|0.517617,False,,,,,,,,,4.143426600146419,0.6261273305466218,confirmed,2,2,False,,False,,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation).",False,52.3,dense,6,1,44.0,2.8083612499467563,high,"gls,mbls,mhaov,ce,clean",,0,3,216.8577141665155,"Lg,Li,Lr"
2025 MX69,2026-03-23T01:41:57.599965+00:00,True,3.8269134567283642,0.7364818888804767,20.703237026086914,196,,True,False,14.520700212714527,7.648496880138871,,7.648496880138871,147.5237522570892,1.1102230246251565e-16,0.0,1.0,3,1.4285233547999971,mbls_confirmed,0.8985037766597064,3.8260|3.3102|6.6101|9.0815|4.5362,0.806631|0.790921|0.751649|0.749910|0.753612,False,,,,,,,,,7.648496880138871,6.872203332574757,confirmed,2,2-cadence_alias_soft,False,,True,cadence alias: period 7.648hr sits on window peak (contamination=0.94 > 0.5). This alias arises from the specific observation gaps for this asteroid — not in fixed daily/annual list.,no_prior,,"MHAOV confirms MBLS period (spread=89.9%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence. [R capped at 2: consensus period has window contamination=0.94]",False,12.9,dense,4,1,58.0,2.7726012500643265,high,"gls,mbls,mhaov,ce,clean",,0,3,98.84475111082429,"Lg,Li,Lr"
2025 MY23,2026-03-23T01:42:22.949475+00:00,True,2.228114057028514,0.3081578598782109,13.808681998878816,168,,True,False,3.0573012810931557,3.0587230529002776,,3.0587230529002776,55.809874997567306,1.1102230246251565e-16,0.0,1.0,3,0.6213906899495467,mbls_confirmed,0.0004648252824894684,3.0582|3.2677|1.5294|2.8748|1.6336,0.561900|0.534863|0.539912|0.521267|0.527004,False,,,,,,,,,3.0587230529002776,0.0014217718071214208,confirmed,3,3,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=0.0%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,94.5,dense,7,1,22.0,2.514866389275994,high,"gls,mbls,mhaov,ce,clean",,0,3,289.05278888874454,"Lg,Li,Lr"
2025 MY77,2026-03-23T01:42:45.737485+00:00,True,3.8151575787893948,0.44516986779741186,24.102575831262456,230,,True,False,6.565482648631592,7.627568895421499,,7.627568895421499,109.4537337980734,1.1102230246251565e-16,0.0,1.0,3,1.5064109894539035,mbls_sig_only,0.13924308798145266,7.6168|3.8096|5.6484|6.5727|3.2857,0.844607|0.785299|0.740336|0.794590|0.753858,False,,,,,,,,,7.627568895421499,1.0620862467897674,confirmed,2,2-cadence_alias_soft,False,,True,cadence alias: period 7.628hr sits on window peak (contamination=0.88 > 0.5). This alias arises from the specific observation gaps for this asteroid — not in fixed daily/annual list.,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation). [R capped at 2: consensus period has window contamination=0.88]",False,18.9,dense,5,1,59.0,2.938025000214111,high,"gls,mbls,mhaov,ce,clean",,0,3,144.481293610821,"Lg,Li,Lr"
2025 MZ78,2026-03-23T01:43:13.144890+00:00,True,0.5848191070632898,0.5356677621578643,10.606095081382373,166,,True,False,0.5846823748047613,1.1978236775247066,,1.1978236775247066,52.76356800433344,1.1102230246251565e-16,0.0,1.0,3,1.283337504847267,mbls_confirmed,0.5118794311918138,1.1978|0.5990|0.5847|1.1692|1.1415,0.585948|0.570278|0.568117|0.555138|0.533360,False,,,,,,,,,1.1978236775247066,0.6131413027194335,confirmed,2,2,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=51.2%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,82.7,dense,4,1,48.0,2.7961595832312014,high,"gls,mbls,mhaov,ce,clean",,0,3,99.0114383334294,"Lg,Li,Lr"
